,record
11971,3570
11972,4539
11973,6704
11974,11093
11975,3160
11976,2279
11977,5968
11978,9307
11979,8263
11980,1938
11981,7516
11982,5521
11983,6990
11984,7772
11985,11169
11986,9437
11987,12442
11988,3921
11989,450
11990,981
11991,12123
11992,2264
11993,360
11994,3750
11995,9082
11996,8548
11997,6159
11998,7690
11999,13119
12000,10195
12001,2491
12002,654
12003,1709
12004,9858
12005,12523
12006,12991
12007,6730
12008,2655
12009,974
12010,4984
12011,6350
12012,5903
12013,4243
12014,5974
12015,8465
12016,229
12017,5096
12018,3834
12019,10944
12020,6035
12021,10273
12022,3260
12023,3354
12024,13441
12025,8210
12026,5938
12027,8096
12028,2815
12029,9530
12030,8648
12031,11095
12032,9246
12033,3193
12034,3284
12035,3427
12036,2936
12037,10448
12038,906
12039,5786
12040,8217
12041,9042
12042,8606
12043,8738
12044,5955
12045,4783
12046,2411
12047,5618
12048,13474
12049,7811
12050,11740
12051,2497
12052,12277
12053,5374
12054,5615
12055,10380
12056,8762
12057,9750
12058,4135
12059,911
12060,11491
12061,7673
12062,5444
12063,10026
12064,8905
12065,6296
12066,873
12067,6509
12068,10018
12069,6844
12070,4879
12071,12461
12072,13581
12073,8146
12074,12911
12075,9510
12076,3013
12077,6001
12078,2289
12079,3369
12080,4066
12081,5329
12082,727
12083,608
12084,3079
12085,2946
12086,12080
12087,9711
12088,4821
12089,600
12090,1528
12091,3379
12092,12487
12093,13370
12094,4253
12095,7749
12096,3771
12097,849
12098,13170
12099,563
12100,13296
12101,3866
12102,11251
12103,7284
12104,12241
12105,2042
12106,7511
12107,11903
12108,8828
12109,4062
12110,11244
12111,6166
12112,394
12113,10764
12114,2321
12115,9266
12116,12550
12117,11046
12118,2228
12119,9959
12120,1227
12121,6958
12122,2709
12123,7297
12124,9453
12125,4556
12126,191
12127,7024
12128,12766
12129,6026
12130,12026
12131,12423
12132,11476
12133,12298
12134,11416
12135,3568
12136,8819
12137,8991
12138,2768
12139,9603
12140,5948
12141,4098
12142,9089
12143,8419
12144,3453
12145,590
12146,7395
12147,11002
12148,7738
12149,10382
12150,3871
12151,4432
12152,6979
12153,13545
12154,13607
12155,4910
12156,8675
12157,655
12158,12025
12159,13303
12160,991
12161,3471
12162,7051
12163,4562
12164,10761
12165,9776
12166,7661
12167,12279
12168,2093
12169,1558
12170,1039
12171,491
12172,6692
12173,12858
12174,6124
12175,2891
12176,1127
12177,7711
12178,6942
12179,3132
12180,7958
12181,7188
12182,10054
12183,811
12184,13160
12185,4805
12186,4721
12187,11262
12188,13145
12189,5592
12190,6464
12191,8706
12192,5429
12193,1768
12194,3809
12195,1977
12196,4468
12197,750
12198,1700
12199,9972
12200,2967
12201,2373
12202,8421
12203,3605
12204,12483
12205,7828
12206,4969
12207,1264
12208,6469
12209,747
12210,1406
12211,11493
12212,9582
12213,1715
12214,47
12215,9539
12216,9466
12217,6970
12218,5227
12219,8999
12220,9168
12221,825
12222,7573
12223,1246
12224,9066
12225,10875
12226,6833
12227,7109
12228,12014
12229,1034
12230,13262
12231,4796
12232,6815
12233,2395
12234,13046
12235,137
12236,3267
12237,4488
12238,217
12239,5711
12240,10549
12241,9370
12242,6802
12243,3906
12244,8924
12245,1922
12246,9863
12247,6556
12248,10665
12249,12825
12250,9999
12251,4201
12252,2872
12253,2443
12254,12775
12255,1255
12256,553
12257,8895
12258,6411
12259,5506
12260,9461
12261,11137
12262,812
12263,7363
12264,12751
12265,9624
12266,4903
12267,9077
12268,2355
12269,5515
12270,2860
12271,13404
12272,8052
12273,7367
12274,7770
12275,13245
12276,10697
12277,13385
12278,3000
12279,11041
12280,1939
12281,9479
12282,4183
12283,12576
12284,6137
12285,10677
12286,3047
12287,2534
12288,9182
12289,8437
12290,7461
12291,9623
12292,1291
12293,6959
12294,6069
12295,11899
12296,7010
12297,188
12298,9127
12299,8945
12300,12875
12301,12953
12302,2386
12303,8800
12304,4320
12305,8507
12306,12361
12307,13187
12308,13551
12309,4811
12310,2638
12311,12228
12312,10154
12313,1972
12314,3697
12315,7184
12316,13461
12317,12192
12318,12678
12319,5381
12320,12205
12321,2022
12322,4144
12323,437
12324,6850
12325,4642
12326,8838
12327,9251
12328,11801
12329,11423
12330,305
12331,1260
12332,5525
12333,12458
12334,3179
12335,12328
12336,4882
12337,4623
12338,2951
12339,8808
12340,4663
12341,4400
12342,6915
12343,4629
12344,12478
12345,7175
12346,6876
12347,10613
12348,288
12349,5887
12350,10651
12351,4182
12352,10650
12353,10086
12354,558
12355,10485
12356,11847
12357,10053
12358,12620
12359,12479
12360,1116
12361,11182
12362,5690
12363,8677
12364,33
12365,7940
12366,12871
12367,3804
12368,7799
12369,10024
12370,12415
12371,2523
12372,574
12373,428
12374,6003
12375,13071
12376,1421
12377,897
12378,2782
12379,5337
12380,1981
12381,2531
12382,2801
12383,5629
12384,1798
12385,6335
12386,12552
12387,12077
12388,5996
12389,250
12390,8631
12391,9403
12392,7309
12393,5065
12394,11146
12395,5648
12396,8954
12397,11300
12398,5187
12399,10689
12400,9906
12401,3690
12402,5405
12403,3383
12404,3932
12405,7907
12406,8500
12407,4813
12408,5744
12409,10621
12410,2730
12411,10583
12412,11260
12413,1270
12414,12702
12415,4893
12416,8242
12417,4267
12418,7378
12419,6817
12420,6089
12421,4858
12422,10785
12423,5100
12424,1484
12425,2191
12426,11769
12427,2543
12428,3585
12429,6101
12430,7314
12431,12353
12432,1169
12433,3003
12434,9046
12435,13388
12436,9550
12437,4303
12438,12572
12439,11763
12440,10644
12441,11170
12442,10836
12443,8347
12444,6808
12445,10537
12446,3825
12447,12691
12448,11267
12449,720
12450,622
12451,9470
12452,2811
12453,3944
12454,9505
12455,12729
12456,8996
12457,7306
12458,5305
12459,1195
12460,2591
12461,231
12462,10297
12463,9889
12464,10885
12465,6683
12466,9167
12467,7265
12468,8144
12469,1502
12470,12833
12471,8923
12472,2206
12473,5483
12474,4137
12475,2427
12476,10662
12477,9238
12478,11527
12479,330
12480,4365
12481,8197
12482,12410
12483,12918
12484,10074
12485,647
12486,10262
12487,3069
12488,10877
12489,425
12490,9136
12491,1808
12492,4090
12493,4130
12494,2687
12495,5256
12496,7207
12497,2183
12498,7933
12499,7099
12500,4368
12501,208
12502,11547
12503,3312
12504,10930
12505,12207
12506,10394
12507,2991
12508,7977
12509,2334
12510,12831
12511,8021
12512,5934
12513,1781
12514,13282
12515,10310
12516,11506
12517,1373
12518,3020
12519,13234
12520,12064
12521,1221
12522,9515
12523,9202
12524,3359
12525,9409
12526,6953
12527,3989
12528,8578
12529,1694
12530,6103
12531,12986
12532,4517
12533,2765
12534,4336
12535,2522
12536,6132
12537,12558
12538,5544
12539,4314
12540,12003
12541,10640
12542,2091
12543,1165
12544,10852
12545,3653
12546,5107
12547,4372
12548,9039
12549,8395
12550,13074
12551,7563
12552,6655
12553,131
12554,1731
12555,4399
12556,1895
12557,4550
12558,910
12559,4335
12560,6192
12561,3476
12562,4354
12563,3615
12564,11424
12565,7183
12566,5454
12567,13561
12568,12276
12569,296
12570,8285
12571,4158
12572,6765
12573,87
12574,12780
12575,9992
12576,8742
12577,9788
12578,3938
12579,5238
12580,1526
12581,9155
12582,13197
12583,4971
12584,6752
12585,8743
12586,12608
12587,213
12588,6121
12589,2778
12590,7464
12591,5671
12592,10333
12593,11100
12594,8561
12595,2679
12596,9157
12597,2925
12598,7847
12599,3050
12600,6894
12601,12789
12602,1759
12603,11671
12604,2169
12605,5397
12606,1339
12607,479
12608,12666
12609,3225
12610,11832
12611,1903
12612,8656
12613,3557
12614,8766
12615,39
12616,782
12617,2105
12618,945
12619,5199
12620,10130
12621,279
12622,4117
12623,5431
12624,1831
12625,3064
12626,9773
12627,10708
12628,13218
12629,5725
12630,3603
12631,10341
12632,9237
12633,5181
12634,5309
12635,1738
12636,4264
12637,6515
12638,2219
12639,10920
12640,4614
12641,7215
12642,5077
12643,5561
12644,9263
12645,1974
12646,9968
12647,10292
12648,10250
12649,11315
12650,11551
12651,8241
12652,4459
12653,9408
12654,7929
12655,5446
12656,2530
12657,6031
12658,10066
12659,5994
12660,13417
12661,13497
12662,8430
12663,12995
12664,5495
12665,9486
12666,1626
12667,4955
12668,8823
12669,9227
12670,3641
12671,9433
12672,10587
12673,3452
12674,12105
12675,9763
12676,8927
12677,1297
12678,5516
12679,9303
12680,40
12681,5751
12682,13595
12683,2271
12684,3846
12685,9864
12686,7248
12687,12901
12688,3687
12689,12457
12690,6773
12691,7618
12692,917
12693,12661
12694,3639
12695,10975
12696,8225
12697,1176
12698,13147
12699,3725
12700,44
12701,2160
12702,4587
12703,2865
12704,10553
12705,444
12706,11394
12707,809
12708,9920
12709,11880
12710,11627
12711,6754
12712,8933
12713,6921
12714,6614
12715,2392
12716,6841
12717,3606
12718,12956
12719,7462
12720,10868
12721,5814
12722,6646
12723,1309
12724,8207
12725,11859
12726,13183
12727,13457
12728,8973
12729,9345
12730,3539
12731,2546
12732,11059
12733,319
12734,13148
12735,10631
12736,5004
12737,11305
12738,13444
12739,881
12740,1901
12741,1583
12742,13612
12743,13592
12744,4612
12745,633
12746,12863
12747,2945
12748,5946
12749,9117
12750,9847
12751,3908
12752,2694
12753,1167
12754,9961
12755,3406
12756,8360
12757,4297
12758,13097
12759,7160
12760,3497
12761,253
12762,41
12763,13141
12764,11040
12765,12928
12766,3775
12767,1249
12768,6936
12769,5308
12770,669
12771,5083
12772,8274
12773,2195
12774,262
12775,10426
12776,11334
12777,11984
12778,704
12779,10585
12780,11116
12781,12826
12782,4461
12783,5220
12784,2989
12785,12854
12786,7759
12787,1036
12788,2592
12789,7873
12790,5791
12791,8101
12792,13241
12793,3002
12794,11447
12795,5350
12796,134
12797,5467
12798,1650
12799,5332
12800,579
12801,5793
12802,7277
12803,2375
12804,13380
12805,9378
12806,11273
12807,3122
12808,11123
12809,11770
12810,5009
12811,6930
12812,4886
12813,6983
12814,12611
12815,10309
12816,7028
12817,1547
12818,11988
12819,10964
12820,4531
12821,7579
12822,1215
12823,12065
12824,5510
12825,5985
12826,9249
12827,7069
12828,5326
12829,12588
12830,11691
12831,8976
12832,9390
12833,4675
12834,4975
12835,5331
12836,6156
12837,9085
12838,12303
12839,560
12840,6339
12841,9102
12842,11068
12843,6162
12844,10095
12845,5569
12846,12908
12847,3282
12848,12727
12849,10040
12850,11561
12851,147
12852,3823
12853,7883
12854,9800
12855,1164
12856,9494
12857,3327
12858,4840
12859,2268
12860,13582
12861,8326
12862,6732
12863,5775
12864,6872
12865,4906
12866,1659
12867,927
12868,13001
12869,4348
12870,9435
12871,3640
12872,9698
12873,7605
12874,5080
12875,8678
12876,2168
12877,7386
12878,12319
12879,1807
12880,9192
12881,2537
12882,8470
12883,9328
12884,13227
12885,11472
12886,853
12887,6827
12888,872
12889,9807
12890,12408
12891,10254
12892,12835
12893,9541
12894,8189
12895,4803
12896,13353
12897,4145
12898,11980
12899,11950
12900,5439
12901,2370
12902,12518
12903,12598
12904,3858
12905,7912
12906,5730
12907,97
12908,10855
12909,338
12910,9892
12911,1340
12912,320
12913,7639
12914,8034
12915,6399
12916,8732
12917,7916
12918,13411
12919,8359
12920,12266
12921,13442
12922,9451
12923,1130
12924,8853
12925,8316
12926,5298
12927,2755
12928,9018
12929,13412
12930,9713
12931,902
12932,1817
12933,11459
12934,4108
12935,8083
12936,10390
12937,13623
12938,13610
12939,7334
12940,2026
12941,2419
12942,2077
12943,1416
12944,3911
12945,6521
12946,9883
12947,5695
12948,3039
12949,8163
12950,11235
12951,567
12952,10654
12953,13167
12954,2994
12955,773
12956,10007
12957,11974
12958,13597
12959,5082
12960,5160
12961,7347
12962,944
12963,689
12964,2112
12965,4681
12966,3887
12967,4855
12968,9120
12969,5281
12970,1634
12971,1158
12972,12048
12973,8627
12974,1953
12975,1590
12976,11233
12977,10440
12978,10966
12979,11255
12980,8566
12981,4306
12982,13534
12983,10982
12984,11992
12985,8026
12986,2307
12987,1617
12988,10833
12989,5353
12990,4691
12991,8605
12992,11486
12993,6666
12994,3884
12995,7040
12996,3918
12997,11829
12998,7936
12999,8005
13000,4271
13001,5027
13002,7622
13003,9175
13004,9971
13005,6169
13006,9044
13007,11755
13008,3207
13009,7785
13010,9973
13011,9724
13012,1062
13013,13483
13014,5322
13015,10308
13016,9979
13017,12256
13018,4596
13019,6862
13020,1663
13021,4841
13022,4464
13023,11029
13024,12493
13025,637
13026,1676
13027,12093
13028,3674
13029,2293
13030,5147
13031,3415
13032,613
13033,7945
13034,1002
13035,12909
13036,4064
13037,4184
13038,589
13039,1237
13040,10411
13041,12413
13042,3996
13043,11937
13044,3959
13045,1861
13046,273
13047,12016
13048,6708
13049,9640
13050,5110
13051,6274
13052,1674
13053,2439
13054,402
13055,10470
13056,2383
13057,2673
13058,11760
13059,10534
13060,2878
13061,7321
13062,10286
13063,767
13064,1675
13065,6530
13066,2909
13067,238
13068,798
13069,6276
13070,7896
13071,12407
13072,505
13073,9977
13074,13333
13075,7973
13076,6393
13077,7168
13078,6715
13079,9007
13080,4286
13081,9817
13082,5376
13083,12626
13084,4284
13085,9385
13086,8268
13087,5636
13088,4095
13089,8869
13090,12139
13091,12147
13092,12793
13093,8676
13094,870
13095,677
13096,1457
13097,4198
13098,11180
13099,5806
13100,12233
13101,12289
13102,12140
13103,1708
13104,3366
13105,10561
13106,9460
13107,996
13108,7210
13109,12639
13110,11722
13111,3201
13112,12463
13113,9361
13114,6972
13115,9088
13116,11412
13117,3723
13118,1189
13119,1517
13120,11646
13121,5266
13122,4968
13123,3738
13124,8080
13125,10016
13126,9588
13127,6719
13128,3802
13129,7011
13130,777
13131,9070
13132,8428
13133,8254
13134,4
13135,1881
13136,3650
13137,10551
13138,519
13139,7080
13140,1085
13141,10364
13142,7585
13143,4202
13144,3196
13145,10618
13146,10815
13147,8974
13148,11553
13149,7056
13150,11732
13151,8053
13152,11959
13153,13466
13154,6105
13155,12038
13156,9079
13157,734
13158,2776
13159,5543
13160,6901
13161,8392
13162,5560
13163,4085
13164,11110
13165,10065
13166,4507
13167,3017
13168,11846
13169,11354
13170,11263
13171,243
13172,3357
13173,7093
13174,9556
13175,2117
13176,8032
13177,9770
13178,8384
13179,9926
13180,11185
13181,5485
13182,6196
13183,2028
13184,5012
13185,6697
13186,10246
13187,577
13188,10947
13189,9053
13190,9931
13191,7457
13192,6805
13193,10303
13194,5550
13195,6050
13196,3352
13197,198
13198,3403
13199,1325
13200,11259
13201,376
13202,8443
13203,12824
13204,4741
13205,8567
13206,611
13207,13298
13208,11803
13209,9458
13210,10047
13211,13286
13212,3624
13213,4034
13214,10248
13215,8672
13216,9429
13217,7023
13218,3564
13219,3659
13220,7776
13221,11560
13222,2341
13223,4007
13224,3218
13225,416
13226,4242
13227,4478
13228,5035
13229,1926
13230,4706
13231,2139
13232,9995
13233,4727
13234,696
13235,6578
13236,9119
13237,7921
13238,11932
13239,1230
13240,12685
13241,5580
13242,7580
13243,2114
13244,9768
13245,5070
13246,1001
13247,214
13248,691
13249,10862
13250,6933
13251,11680
13252,10458
13253,9903
13254,10251
13255,7730
13256,7068
13257,6250
13258,13495
13259,2569
13260,12194
13261,10146
13262,10306
13263,9774
13264,13115
13265,539
13266,1723
13267,3333
13268,12827
13269,11430
13270,10013
13271,7287
13272,9704
13273,355
13274,11660
13275,11487
13276,10835
13277,1078
13278,3214
13279,11253
13280,3978
13281,3965
13282,8001
13283,308
13284,2480
13285,12949
13286,894
13287,30
13288,3951
13289,2441
13290,8842
13291,5721
13292,7648
13293,13399
13294,1673
13295,606
13296,5563
13297,8233
13298,2856
13299,790
13300,9635
13301,12731
13302,1571
13303,8855
13304,2502
13305,8000
13306,4404
13307,9098
13308,3119
13309,9178
13310,12926
13311,3323
13312,4738
13313,13019
13314,967
13315,6406
13316,543
13317,2886
13318,11908
13319,1527
13320,8455
13321,138
13322,13558
13323,10642
13324,1057
13325,4793
13326,9735
13327,7037
13328,119
13329,2173
13330,4772
13331,4664
13332,3155
13333,9179
13334,4428
13335,6537
13336,184
13337,6176
13338,7475
13339,3211
13340,8690
13341,8154
13342,1992
13343,10576
13344,4924
13345,13308
13346,203
13347,8427
13348,9054
13349,3547
13350,10531
13351,6797
13352,1616
13353,6965
13354,8370
13355,11666
13356,6506
13357,7876
13358,10100
13359,11369
13360,9258
13361,5851
13362,5464
13363,13117
13364,457
13365,2824
13366,2262
13367,5869
13368,10144
13369,43
13370,8609
13371,8271
13372,4631
13373,11112
13374,10540
13375,11784
13376,4170
13377,4693
13378,13157
13379,9684
13380,7233
13381,6403
13382,8830
13383,2401
13384,10324
13385,2246
13386,10322
13387,1504
13388,11697
13389,11705
13390,6163
13391,1088
13392,2667
13393,2611
13394,10085
13395,2500
13396,13344
13397,5579
13398,11236
13399,1847
13400,12391
13401,739
13402,13036
13403,2234
13404,7122
13405,9278
13406,5039
13407,2545
13408,13500
13409,1691
13410,8585
13411,112
13412,5215
13413,1113
13414,10042
13415,11802
13416,4817
13417,3826
13418,4473
13419,5265
13420,10627
13421,8480
13422,4729
13423,8759
13424,1580
13425,1950
13426,4277
13427,1311
13428,11759
13429,5245
13430,27
13431,7543
13432,10821
13433,971
13434,3268
13435,9665
13436,10344
13437,11607
13438,6280
13439,13428
13440,1487
13441,3399
13442,754
13443,10171
13444,12109
13445,5661
13446,11033
13447,4029
13448,12247
13449,11843
13450,12516
13451,7557
13452,1315
13453,7668
13454,1574
13455,5370
13456,5840
13457,9680
13458,12526
13459,1717
13460,11634
13461,6568
13462,1382
13463,7764
13464,856
13465,10860
13466,1582
13467,8348
13468,6818
13469,3612
13470,3953
13471,9885
13472,2707
13473,1752
13474,9176
13475,10043
13476,3342
13477,1534
13478,11296
13479,107
13480,11629
13481,4900
13482,9647
13483,11384
13484,7260
13485,3941
13486,4260
13487,4340
13488,11151
13489,12037
13490,10620
13491,8149
13492,1729
13493,3985
13494,3350
13495,11167
13496,13445
13497,1608
13498,13549
13499,2754
13500,7686
13501,984
13502,5469
13503,10743
13504,648
13505,6858
13506,11659
13507,5098
13508,7436
13509,9585
13510,701
13511,6952
13512,10843
13513,12171
13514,6856
13515,4118
13516,4383
13517,11129
13518,8288
13519,4747
13520,7422
13521,8597
13522,1387
13523,7310
13524,6853
13525,8587
13526,10722
13527,6723
13528,8579
13529,3579
13530,5784
13531,161
13532,9200
13533,3968
13534,406
13535,11288
13536,12221
13537,3754
13538,9536
13539,13072
13540,10918
13541,9983
13542,11453
13543,7430
13544,12085
13545,9011
13546,855
13547,12920
13548,13464
13549,6640
13550,6870
13551,11702
13552,4392
13553,2305
13554,545
13555,4966
13556,1555
13557,6980
13558,12574
13559,12203
13560,1809
13561,3608
13562,5192
13563,4014
13564,7364
13565,7482
13566,3348
13567,3531
13568,8299
13569,5819
13570,2854
13571,7640
13572,7671
13573,12983
13574,13146
13575,9564
13576,164
13577,10515
13578,7433
13579,5360
13580,1026
13581,415
13582,6005
13583,11287
13584,6822
13585,8607
13586,1886
13587,969
13588,863
13589,10691
13590,7410
13591,5598
13592,8657
13593,2128
13594,1316
13595,4033
13596,13317
13597,13216
13598,11426
13599,7209
13600,1536
13601,1987
13602,1814
13603,5591
13604,2213
13605,12865
13606,7490
13607,8433
13608,1521
13609,9901
13610,2474
13611,7141
13612,7172
13613,10205
13614,7096
13615,5372
13616,11533
13617,1236
13618,2911
13619,12078
13620,7577
13621,7214
13622,4424
13623,1385
13624,6796
13625,2044
13626,4972
13627,13521
13628,858
13629,12970
13630,9985
13631,7138
13632,2097
13633,6538
13634,7682
